company_id,company_identity_note,week_start,acceptance_rate,session_count,session_duration_change_pct,active_users,events_per_session,champion_user_rate,data_sources,behavioral_feature_source
arx_002,DEMO synthetic events; not real Mixpanel/Amplitude data,2011-10-17,0.8181818181818182,20,0.0,5,5.85,0.8,"mixpanel,amplitude",behavioral_connector_v1
arx_002,DEMO synthetic events; not real Mixpanel/Amplitude data,2011-10-24,0.7945205479452054,17,0.0,5,6.294117647058823,0.8,"mixpanel,amplitude",behavioral_connector_v1
arx_002,DEMO synthetic events; not real Mixpanel/Amplitude data,2011-10-31,0.7884615384615384,14,0.0,4,5.714285714285714,0.5,"mixpanel,amplitude",behavioral_connector_v1
arx_002,DEMO synthetic events; not real Mixpanel/Amplitude data,2011-11-07,0.797979797979798,24,0.0,5,6.125,1.0,"mixpanel,amplitude",behavioral_connector_v1
arx_002,DEMO synthetic events; not real Mixpanel/Amplitude data,2011-11-14,0.65625,9,0.04161644013998589,4,5.555555555555555,0.25,"mixpanel,amplitude",behavioral_connector_v1
arx_002,DEMO synthetic events; not real Mixpanel/Amplitude data,2011-11-21,0.8,22,-0.027417950275035352,5,5.863636363636363,1.0,"mixpanel,amplitude",behavioral_connector_v1
arx_002,DEMO synthetic events; not real Mixpanel/Amplitude data,2011-11-28,0.7313432835820896,18,0.03395576939268463,7,5.722222222222222,0.5714285714285714,"mixpanel,amplitude",behavioral_connector_v1
arx_002,DEMO synthetic events; not real Mixpanel/Amplitude data,2011-12-05,0.8043478260869565,22,-0.04373765499054527,6,6.181818181818182,0.8333333333333334,"mixpanel,amplitude",behavioral_connector_v1
arx_003,DEMO synthetic events; not real Mixpanel/Amplitude data,2011-10-17,0.8017751479289941,83,0.0,26,6.072289156626506,0.5384615384615384,"mixpanel,amplitude",behavioral_connector_v1
arx_003,DEMO synthetic events; not real Mixpanel/Amplitude data,2011-10-24,0.808641975308642,88,0.0,31,5.681818181818182,0.5483870967741935,"mixpanel,amplitude",behavioral_connector_v1
arx_003,DEMO synthetic events; not real Mixpanel/Amplitude data,2011-10-31,0.8136200716845878,70,0.0,21,5.985714285714286,0.6666666666666666,"mixpanel,amplitude",behavioral_connector_v1
arx_003,DEMO synthetic events; not real Mixpanel/Amplitude data,2011-11-07,0.8130311614730878,95,0.0,29,5.71578947368421,0.6896551724137931,"mixpanel,amplitude",behavioral_connector_v1
arx_003,DEMO synthetic events; not real Mixpanel/Amplitude data,2011-11-14,0.8,60,0.033501247426934944,21,5.583333333333333,0.47619047619047616,"mixpanel,amplitude",behavioral_connector_v1
arx_003,DEMO synthetic events; not real Mixpanel/Amplitude data,2011-11-21,0.796875,75,0.05868580013129865,22,6.266666666666667,0.6818181818181818,"mixpanel,amplitude",behavioral_connector_v1
arx_003,DEMO synthetic events; not real Mixpanel/Amplitude data,2011-11-28,0.7782101167315175,66,-0.00010409682884515714,22,5.893939393939394,0.6363636363636364,"mixpanel,amplitude",behavioral_connector_v1
arx_003,DEMO synthetic events; not real Mixpanel/Amplitude data,2011-12-05,0.7731629392971247,72,0.016901582196871656,23,6.347222222222222,0.7391304347826086,"mixpanel,amplitude",behavioral_connector_v1
arx_004,DEMO synthetic events; not real Mixpanel/Amplitude data,2011-10-17,0.7875288683602771,107,0.0,34,6.046728971962617,0.6470588235294118,"mixpanel,amplitude",behavioral_connector_v1
arx_004,DEMO synthetic events; not real Mixpanel/Amplitude data,2011-10-24,0.8057742782152231,93,0.0,28,6.096774193548387,0.6785714285714286,"mixpanel,amplitude",behavioral_connector_v1
arx_004,DEMO synthetic events; not real Mixpanel/Amplitude data,2011-10-31,0.829004329004329,116,0.0,35,5.982758620689655,0.5714285714285714,"mixpanel,amplitude",behavioral_connector_v1
arx_004,DEMO synthetic events; not real Mixpanel/Amplitude data,2011-11-07,0.8167006109979633,119,0.0,37,6.126050420168068,0.6756756756756757,"mixpanel,amplitude",behavioral_connector_v1
arx_004,DEMO synthetic events; not real Mixpanel/Amplitude data,2011-11-14,0.7771739130434783,85,0.038750222238740584,29,6.329411764705882,0.4827586206896552,"mixpanel,amplitude",behavioral_connector_v1
arx_004,DEMO synthetic events; not real Mixpanel/Amplitude data,2011-11-21,0.7976744186046512,107,0.011766196168290888,38,6.018691588785047,0.5263157894736842,"mixpanel,amplitude",behavioral_connector_v1
