company_id,week_start,mrr,arr,capital_ready_rule_score,ml_bad_outcome_probability_8w,ml_health_score,capital_ready_score,final_tier,final_credit_action,final_advance_rate,acceptance_rate,session_duration_change_pct,champion_user_rate,frustration_score,top_customer_concentration,mrr_change_pct
arx_002,2011-12-05,22118.2550875,265419.06105,92.0,0.13043030338618833,86.95696966138117,90.23,1,Advance eligible,0.875,0.8717470882609655,0.1380097815204803,0.4352277715856188,4.008670402060914,0.0,0.5656139039719259
arx_005,2011-12-05,5817.303249999999,69807.639,92.0,0.16382056376835272,83.61794362316472,89.07,1,Advance eligible,0.875,0.7213355429136665,0.1100196025658071,0.425670666467081,2.615042174872026,0.0,3.0
arx_069,2011-12-05,11377.0892125,136525.07055,77.5,0.16206098376472364,83.79390162352763,79.7,2,Monitor,0.75,0.7918852148281723,0.2721165209384917,0.4436005266956432,6.803541691547448,0.5319397093127579,0.15182004134958
arx_008,2011-12-05,3793.7933,45525.51959999999,68.1,0.11127529509881925,88.87247049011808,75.37,2,Monitor,0.75,0.7564617752884216,-0.032480046218457,0.4692949234940339,15.549076407808544,1.0,0.1094500970454348
arx_024,2011-12-05,12331.826925,147981.9231,81.66,0.41105508866516516,58.894491133483484,73.69,2,Monitor,0.75,0.8140158609605077,0.0551136594900709,0.4027006391749448,0.6365705425518176,0.4157986638052626,-0.1146635847021637
arx_006,2011-12-05,6500.608812499999,78007.30574999998,74.95,0.3026337417420546,69.73662582579453,73.13,2,Monitor,0.75,0.6732189804734948,-0.0374757842503297,0.4422120260461301,15.68306381939671,0.0,0.546741206543174
arx_061,2011-12-05,6654.8563125,79858.27575,64.11,0.15442342922328162,84.55765707767185,71.27,2,Monitor,0.75,0.7765243092573814,0.1268211431440069,0.383302864552099,13.888066767286984,0.8151062532139057,-0.5109372455479877
arx_043,2011-12-05,14036.294387499998,168435.53264999998,86.05,0.5707137062377077,42.92862937622923,70.96,2,Monitor,0.75,0.8303506714461688,0.1482046329051358,0.4398997255918094,7.932167838634191,0.2345861153236487,0.367318627876315
arx_031,2011-12-05,12753.05295,153036.63540000003,74.1,0.35719065341322576,64.28093465867742,70.66,2,Monitor,0.75,0.8624920548505831,-0.0258838157735691,0.4217976791771142,8.660421114995314,0.5354489671796537,0.0456683431765572
arx_049,2011-12-05,8496.4845625,101957.81475,66.1,0.2238238168207557,77.61761831792442,70.13,2,Monitor,0.75,0.8346318678774031,0.1907046786847253,0.4258774105146308,24.663346777114253,0.7156393613493154,0.2922654233894284
arx_074,2011-12-05,7844.234887499997,94130.81864999996,66.97,0.24349060662417005,75.650939337583,70.01,2,Monitor,0.75,0.851285316115818,-0.0574683827818843,0.4209478155123214,7.243007051695145,0.4149329947044202,-0.5890981758218874
arx_041,2011-12-05,15147.919187499998,181775.03025,75.46,0.4034784468725453,59.65215531274547,69.93,3,Review,0.575,0.8298800764580393,-0.1355758099451247,0.4054123337841019,7.446439083800921,0.3370712736588501,-0.027999177519804
arx_015,2011-12-05,8003.511724999999,96042.1407,68.21,0.33437041790740574,66.56295820925942,67.63,3,Review,0.575,0.7378992004434437,0.0127190175788076,0.4516933815487627,10.188857265645147,0.6877009774268522,-0.0664967242587296
arx_071,2011-12-05,21347.2457,256166.9484,87.24,0.6965877861962287,30.341221380377124,67.33,3,Review,0.575,0.7905789404965368,0.0712758463085323,0.380524877108009,2.629873834507615,0.2673654834428071,0.7191094191209659
arx_010,2011-12-05,14587.68575,175052.229,65.89,0.32482277147287275,67.51772285271272,66.46,3,Review,0.575,0.8136812492102391,-0.0351682615135067,0.3880062309338087,16.542977836015808,0.9616033665142903,0.0412817254258555
arx_017,2011-12-05,13754.9665,165059.598,69.29,0.4036120602516938,59.63879397483062,65.91,3,Review,0.575,0.8078937327102939,0.099841952263,0.3351631986783123,10.56818732520864,0.835105710261923,0.0112894363587574
arx_045,2011-12-05,11308.579424999994,135702.95309999993,68.16,0.39971480678685495,60.0285193213145,65.31,3,Review,0.575,0.7992324542127893,0.013633268575288,0.3705032562721504,18.668729232876014,0.4380090497737557,-0.2662550155443995
arx_044,2011-12-05,16027.44495,192329.3394,77.5,0.5799703509117685,42.002964908823145,65.08,3,Review,0.575,0.7332663739747338,0.0749503114079741,0.4244149229487485,6.57943248843161,0.5409302460454393,0.3547015217259568
arx_068,2011-12-05,7699.8505375,92398.20645,56.92,0.23045418113831942,76.95458188616806,63.93,3,Review,0.575,0.8179675836996317,-0.0622601778135005,0.4465269308003539,17.756441898346296,0.6135022413890938,-0.6084871140155965
arx_022,2011-12-05,12836.998349999998,154043.9802,76.05,0.5872869356782863,41.27130643217137,63.88,3,Review,0.575,0.8149365800162869,0.1346458283538616,0.3639463106857535,6.166322438501006,0.4789936880454122,-0.1595959308630739
arx_001,2011-12-05,12786.922225,153443.0667,58.71,0.28233080422950746,71.76691957704926,63.28,3,Review,0.575,0.7704975538330472,0.1325996991887987,0.391695373983196,21.208764523215585,1.0,-0.7368813035301334
arx_033,2011-12-05,14276.301325,171315.6159,62.86,0.38448902871355123,61.551097128644884,62.4,3,Review,0.575,0.7865576487376209,-0.0657937487515455,0.4239724141613634,12.198284347896138,0.3876658555621872,-0.1477159463860378
arx_050,2011-12-05,13497.17765,161966.1318,61.96,0.38509620779550596,61.4903792204494,61.8,3,Review,0.575,0.7941002872966971,-0.2237256896136045,0.445264526039387,13.87082762095348,0.3429428890646789,-0.1621750645959985
arx_047,2011-12-05,9774.490275,117293.8833,60.91,0.3663567368369606,63.364326316303945,61.77,3,Review,0.575,0.7395143725475335,-0.0581042666494378,0.4304554534445267,18.78320097174541,0.5953310403522469,-0.0437235183282128
arx_048,2011-12-05,10971.700712500002,131660.40855000002,68.16,0.5185602332948954,48.143976670510455,61.15,3,Review,0.575,0.8094632424286228,0.0171782173830858,0.3243486801017158,16.56712146900067,0.4707804891468816,-0.5096841997956315
arx_077,2011-12-05,20964.1144625,251569.37355,62.1,0.42151138449569325,57.84886155043068,60.61,3,Review,0.575,0.8724580275316269,-0.0540221067324291,0.4257775476404269,13.8195151759776,0.5722797404954788,1.11366424118701
arx_027,2011-12-05,17015.2046625,204182.45595,71.36,0.6054609925412056,39.453900745879444,60.19,3,Review,0.575,0.7554073508438324,-0.2232566751646407,0.4329344414218827,3.61445834947008,0.3030337078651685,-0.0730602172935355
arx_055,2011-12-05,10138.775075,121665.3009,68.16,0.5490607191163877,45.09392808836124,60.09,3,Review,0.575,0.8305968548779934,0.3159765010682358,0.3828478926927676,14.561713536645414,0.3601062013647181,-0.6216269682816951
arx_014,2011-12-05,15201.19975,182414.397,69.29,0.5777449184482598,42.22550815517402,59.82,3,Review,0.575,0.8182773713906777,0.0210885744346642,0.3334254367241612,17.284292052952836,0.7629387721414276,0.3494407624800275
arx_028,2011-12-05,14301.3068,171615.6816,77.84,0.7367021720385772,26.329782796142275,59.81,3,Review,0.575,0.7727552036643646,0.1028870229317759,0.3460490602168118,10.089697500774978,0.3048569437889106,0.0056608601665948
arx_067,2011-12-05,16059.358975,192712.3077,71.5,0.6337635339299434,36.623646607005654,59.29,3,Review,0.575,0.7614601562576602,-0.0550156074527281,0.4135826157933093,2.469926645477379,0.5179853714267766,0.0841835780605693
arx_057,2011-12-05,11233.085049999998,134797.0206,67.36,0.5976875669447631,40.23124330552369,57.86,3,Review,0.575,0.883937155192084,-0.1830389865341301,0.4202095085020292,15.183227215423685,0.3331293393348368,-0.198157675383333
arx_016,2011-12-05,9268.992975,111227.91569999998,60.07,0.46986241890608343,53.01375810939166,57.6,3,Review,0.575,0.7824631714501068,-0.2520866200632049,0.400454743683153,15.034768228300909,0.2850322963305871,-0.3347636440179152
arx_072,2011-12-05,13899.7527625,166797.03315,77.84,0.8101588160038088,18.98411839961912,57.24,3,Review,0.575,0.7735970470180006,0.0665223292861554,0.3526178667100924,15.822030716686454,0.3082707150472634,0.5347818264686832
arx_056,2011-12-05,16065.8113,192789.7356,80.05,0.8557577717581578,14.424222824184218,57.08,3,Review,0.575,0.8316262654316562,0.0946730057472091,0.420418627598479,12.006000901215009,0.3220522518950081,0.5069964021996411
arx_059,2011-12-05,12835.8252,154029.9024,66.65,0.6174929400516621,38.25070599483379,56.71,3,Review,0.575,0.7735618836972189,-0.1505088747048091,0.3459318559518644,6.942309244169657,0.4780473083780382,-0.0688505781544759
arx_062,2011-12-05,11031.6943,132380.33159999998,78.86,0.8646620563347088,13.533794366529117,56.0,3,Review,0.575,0.7568604552530047,0.4224239100715667,0.40677325926021,17.026012216942448,0.2153639457481831,-0.0491137429531539
arx_039,2011-12-05,8540.8687375,102490.42485,63.26,0.5764900728750406,42.35099271249594,55.94,3,Review,0.575,0.8047280397866969,-0.1865185950729367,0.3704851332982105,19.70737810899528,0.3186634130982367,-0.4413355861680873
arx_026,2011-12-05,16983.757724999996,203805.09269999995,74.65,0.7950669222473453,20.493307775265468,55.7,3,Review,0.575,0.8146610758818539,0.2742331709104586,0.4184206166152691,21.506257955753583,0.2556330258533422,1.0436860335925755
arx_012,2011-12-05,13590.8232625,163089.87915,62.1,0.5767202910748391,42.327970892516085,55.18,3,Review,0.575,0.841615419640898,-0.1411596564746197,0.4180102690705709,11.194918772898475,0.7705005167577144,0.3371418739259422
arx_064,2011-12-05,16383.246137499998,196598.95365,72.15,0.7732725606623432,22.67274393376568,54.83,4,Declined,0.0,0.7190375489975542,-0.0476592253257229,0.4742942804384268,17.125075736957438,0.3854714176967412,0.7130027882993646
arx_052,2011-12-05,17638.5383625,211662.46035,71.25,0.7617812226260824,23.821877737391763,54.65,4,Declined,0.0,0.737387970389846,-0.0169119595368423,0.4430253181446799,22.036904823218133,0.2915759124730885,0.3747359616245884
arx_023,2011-12-05,9553.48185,114641.7822,71.36,0.7735176446705241,22.64823553294759,54.31,4,Declined,0.0,0.7626209202592161,0.0302930172043973,0.40800295820976,21.193487663399868,0.2245530014408557,-0.0798377486527006
arx_053,2011-12-05,14593.24735,175118.9682,49.31,0.3760505271989187,62.39494728010813,53.89,4,Declined,0.0,0.7639948742165785,-0.1631808704387634,0.3487083236158218,20.16277433885569,0.5170141998209031,-0.3244398584164424
arx_075,2011-12-05,14390.563962500002,172686.76755000002,77.84,0.9156353660958391,8.436463390416094,53.55,4,Declined,0.0,0.8056351730009502,0.237621883123507,0.3886573458236671,15.527717318501734,0.3305344915003984,0.5282787277658383
arx_025,2011-12-05,18724.484212500003,224693.81055000005,74.65,0.8682100310474382,13.178996895256178,53.14,4,Declined,0.0,0.7699643224855124,0.0325874261883232,0.4289259843044303,22.560728313087285,0.2845856627884387,0.3393230089320682
arx_021,2011-12-05,12751.3475375,153016.17045,65.75,0.7243906132800435,27.56093867199565,52.38,4,Declined,0.0,0.8080770012582157,-0.002297161440937,0.3633523935234333,20.773681483041024,0.2788039922604713,-0.1219920283562541
arx_018,2011-12-05,5968.476662499998,71621.71994999998,49.31,0.426326413660228,57.3673586339772,52.13,4,Declined,0.0,0.7488500435713022,-0.1121588166831977,0.3266671094969088,22.8843460693562,0.7872157588577472,-0.5552755969243223
