company_id,company_identity_note,week_start,acceptance_rate,session_count,session_duration_change_pct,active_users,events_per_session,champion_user_rate,data_sources,behavioral_feature_source
arx_002,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-10-17,0.8867534895515347,3,0.6872903342514278,1,8.162733460193433,0.3655192609182586,"uci_retail_proxy,synthetic_behavior",synthetic_arx_behavior_v1
arx_002,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-10-24,0.7746537173517136,18,0.517044535691318,5,6.566237302408208,0.4273628379154338,"uci_retail_proxy,synthetic_behavior",synthetic_arx_behavior_v1
arx_002,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-10-31,0.7933311450237989,17,0.5925398563799127,5,7.456342596462665,0.3838673551195271,"uci_retail_proxy,synthetic_behavior",synthetic_arx_behavior_v1
arx_002,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-11-07,0.714497763492437,3,0.1912580442687064,1,8.634144850983247,0.4453090675106963,"uci_retail_proxy,synthetic_behavior",synthetic_arx_behavior_v1
arx_002,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-11-14,0.7611423817000434,18,-0.210787308217537,5,9.663860802234064,0.4128179942204802,"uci_retail_proxy,synthetic_behavior",synthetic_arx_behavior_v1
arx_002,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-11-21,0.7566026179053043,17,-0.3065696153079819,5,10.879551877944838,0.3285413298421382,"uci_retail_proxy,synthetic_behavior",synthetic_arx_behavior_v1
arx_002,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-11-28,0.7460480795977394,11,-0.0345959029125464,5,7.55434366514317,0.3785723968398721,"uci_retail_proxy,synthetic_behavior",synthetic_arx_behavior_v1
arx_002,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,0.8717470882609655,3,0.1380097815204803,1,9.84838554463681,0.4352277715856188,"uci_retail_proxy,synthetic_behavior",synthetic_arx_behavior_v1
arx_005,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-10-17,0.8450804130710379,3,0.0883830473520965,1,7.420157987536012,0.4177297457708013,"uci_retail_proxy,synthetic_behavior",synthetic_arx_behavior_v1
arx_005,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-10-24,0.7884204874179948,3,-0.2597893820978498,1,8.776414364253755,0.4105154575673929,"uci_retail_proxy,synthetic_behavior",synthetic_arx_behavior_v1
arx_005,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-10-31,0.7986936948766906,14,0.4821365875125998,4,9.0307534906961,0.3673274770633932,"uci_retail_proxy,synthetic_behavior",synthetic_arx_behavior_v1
arx_005,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-11-07,0.7857103814277854,3,0.4280697592673637,1,8.370263796811496,0.5108255879510333,"uci_retail_proxy,synthetic_behavior",synthetic_arx_behavior_v1
arx_005,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-11-14,0.8690796971239659,13,-0.0752617706663801,5,8.570113158733216,0.3606009567181827,"uci_retail_proxy,synthetic_behavior",synthetic_arx_behavior_v1
arx_005,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-11-21,0.912331076248191,4,-0.0257531095185313,1,9.011609372670174,0.4435585372607776,"uci_retail_proxy,synthetic_behavior",synthetic_arx_behavior_v1
arx_005,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-11-28,0.8145062250412873,4,0.0789656379685093,1,7.52838122698704,0.3628355828950513,"uci_retail_proxy,synthetic_behavior",synthetic_arx_behavior_v1
arx_005,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-12-05,0.7213355429136665,3,0.1100196025658071,1,9.239692508412922,0.425670666467081,"uci_retail_proxy,synthetic_behavior",synthetic_arx_behavior_v1
arx_006,Synthetic ARX borrower bucket from UCI Retail customers; not a real company,2011-10-17,0.852321032169405,15,0.0274890798235063,4,8.075309030165034,0.4442479219339603,"uci_retail_proxy,synthetic_behavior",synthetic_arx_behavior_v1
